x [mm],y [mm],z [mm],B [T]
230,0,70,-0.0208
230,2,70,-0.0219
230,4,70,-0.0229
230,6,70,-0.0233
230,8,70,-0.0232
230,10,70,-0.0225
230,12,70,-0.0215
232,0,70,-0.01924
232,2,70,-0.02048
232,4,70,-0.02138
232,6,70,-0.0218
232,8,70,-0.02176
232,10,70,-0.02121
232,12,70,-0.02021
234,0,70,-0.01815
234,2,70,-0.01919
234,4,70,-0.02003
234,6,70,-0.02043
234,8,70,-0.0204
234,10,70,-0.01992
234,12,70,-0.019
236,0,70,-0.01819
236,2,70,-0.01919
236,4,70,-0.02002
236,6,70,-0.02043
236,8,70,-0.0204
236,10,70,-0.01991
236,12,70,-0.01899
238,0,70,-0.01661
238,2,70,-0.01772
238,4,70,-0.01726
238,6,70,-0.01774
238,8,70,-0.01774
238,10,70,-0.01734
238,12,70,-0.0166
240,0,70,-0.0146
240,2,70,-0.01545
240,4,70,-0.01612
240,6,70,-0.01645
240,8,70,-0.01645
240,10,70,-0.01611
240,12,70,-0.01544
242,0,70,-0.01356
242,2,70,-0.01428
242,4,70,-0.01488
242,6,70,-0.01519
242,8,70,-0.0152
242,10,70,-0.0149
242,12,70,-0.01431
244,0,70,-0.01254
244,2,70,-0.01317
244,4,70,-0.01371
244,6,70,-0.014
244,8,70,-0.01402
244,10,70,-0.01375
244,12,70,-0.01316
246,0,70,-0.01148
246,2,70,-0.0121
246,4,70,-0.0126
246,6,70,-0.01286
246,8,70,-0.01288
246,10,70,-0.01265
246,12,70,-0.01218
248,0,70,-0.01064
248,2,70,-0.01109
248,4,70,-0.01155
248,6,70,-0.01178
248,8,70,-0.01181
248,10,70,-0.01161
248,12,70,-0.0112
250,0,70,-0.01026
250,2,70,-0.01078
250,4,70,-0.01054
250,6,70,-0.01078
250,8,70,-0.01081
250,10,70,-0.01063
250,12,70,-0.01027
252,0,70,-0.00888
252,2,70,-0.00927
252,4,70,-0.00965
252,6,70,-0.00984
252,8,70,-0.00987
252,10,70,-0.00972
252,12,70,-0.00939
254,0,70,-0.00883
254,2,70,-0.00928
254,4,70,-0.00965
254,6,70,-0.00984
254,8,70,-0.00988
254,10,70,-0.00972
254,12,70,-0.0094
256,0,70,-0.00733
256,2,70,-0.0077
256,4,70,-0.0077
256,6,70,-0.00816
256,8,70,-0.0082
256,10,70,-0.00807
256,12,70,-0.00783
258,0,70,-0.00669
258,2,70,-0.007
258,4,70,-0.00726
258,6,70,-0.00741
258,8,70,-0.00744
258,10,70,-0.00734
258,12,70,-0.00713
260,0,70,-0.00608
260,2,70,-0.00636
260,4,70,-0.00636
260,6,70,-0.00673
260,8,70,-0.00676
260,10,70,-0.00667
260,12,70,-0.00649
262,0,70,-0.00552
262,2,70,-0.00577
262,4,70,-0.00599
262,6,70,-0.0061
262,8,70,-0.00613
262,10,70,-0.00606
262,12,70,-0.00589
0,0,72,-0.00515
0,2,72,-0.00524
0,4,72,-0.00529
0,6,72,-0.00524
0,8,72,-0.00513
0,10,72,-0.00492
0,12,72,-0.00466
2,0,72,-0.00515
2,2,72,-0.00523
2,4,72,-0.00528
2,6,72,-0.00523
2,8,72,-0.00512
2,10,72,-0.00512
2,12,72,-0.00466
4,0,72,-0.0062
4,2,72,-0.00633
4,4,72,-0.00639
4,6,72,-0.00635
4,8,72,-0.00621
4,10,72,-0.00597
4,12,72,-0.00565
6,0,72,-0.00679
6,2,72,-0.00695
6,4,72,-0.00702
6,6,72,-0.00699
6,8,72,-0.00683
6,10,72,-0.00657
6,12,72,-0.00621
8,0,72,-0.00742
8,2,72,-0.00761
8,4,72,-0.00769
8,6,72,-0.0077
8,8,72,-0.0075
8,10,72,-0.00721
8,12,72,-0.0068
10,0,72,-0.00813
10,2,72,-0.00832
10,4,72,-0.00842
10,6,72,-0.0084
10,8,72,-0.00822
10,10,72,-0.0079
10,12,72,-0.00746
12,0,72,-0.00884
12,2,72,-0.0091
12,4,72,-0.00921
12,6,72,-0.00919
12,8,72,-0.009
12,10,72,-0.00866
12,12,72,-0.00865
14,0,72,-0.0096
14,2,72,-0.00991
14,4,72,-0.01005
14,6,72,-0.01003
14,8,72,-0.00983
14,10,72,-0.00945
14,12,72,-0.00892
16,0,72,-0.01047
16,2,72,-0.01079
16,4,72,-0.01095
16,6,72,-0.01094
16,8,72,-0.01072
16,10,72,-0.01032
16,12,72,-0.00973
18,0,72,-0.01135
18,2,72,-0.0117
18,4,72,-0.01191
18,6,72,-0.0119
18,8,72,-0.01167
18,10,72,-0.01122
18,12,72,-0.01059
20,0,72,-0.01136
20,2,72,-0.0117
20,4,72,-0.01191
20,6,72,-0.0119
20,8,72,-0.01168
20,10,72,-0.01124
20,12,72,-0.01059
22,0,72,-0.01335
22,2,72,-0.01368
22,4,72,-0.01395
22,6,72,-0.01398
22,8,72,-0.01372
22,10,72,-0.01321
22,12,72,-0.01244
24,0,72,-0.01422
24,2,72,-0.01473
24,4,72,-0.01473
24,6,72,-0.01508
24,8,72,-0.01481
24,10,72,-0.01426
24,12,72,-0.01425
26,0,72,-0.01516
26,2,72,-0.01581
26,4,72,-0.01617
26,6,72,-0.01622
26,8,72,-0.01595
26,10,72,-0.01535
26,12,72,-0.01446
28,0,72,-0.01635
28,2,72,-0.01691
28,4,72,-0.01732
28,6,72,-0.01739
28,8,72,-0.01711
28,10,72,-0.01648
28,12,72,-0.01552
30,0,72,-0.01735
30,2,72,-0.01802
30,4,72,-0.01849
30,6,72,-0.01858
30,8,72,-0.01829
30,10,72,-0.01762
30,12,72,-0.01761
32,0,72,-0.01723
32,2,72,-0.01803
32,4,72,-0.01849
32,6,72,-0.01859
32,8,72,-0.01829
32,10,72,-0.01762
32,12,72,-0.0166
34,0,72,-0.01939
34,2,72,-0.02025
34,4,72,-0.02082
34,6,72,-0.02095
34,8,72,-0.02067
34,10,72,-0.01993
34,12,72,-0.01877
36,0,72,-0.02052
36,2,72,-0.02135
36,4,72,-0.02197
36,6,72,-0.02214
36,8,72,-0.02185
36,10,72,-0.02106
36,12,72,-0.01986
38,0,72,-0.02167
38,2,72,-0.02243
38,4,72,-0.02311
38,6,72,-0.0233
38,8,72,-0.02299
38,10,72,-0.02219
38,12,72,-0.02093
40,0,72,-0.0225
40,2,72,-0.02233
40,4,72,-0.02422
40,6,72,-0.02445
40,8,72,-0.02414
40,10,72,-0.02331
40,12,72,-0.02199
42,0,72,-0.02351
42,2,72,-0.02451
42,4,72,-0.02529
42,6,72,-0.02554
42,8,72,-0.02524
42,10,72,-0.02437
42,12,72,-0.02301
44,0,72,-0.02441
44,2,72,-0.02418
44,4,72,-0.02628
44,6,72,-0.02658
44,8,72,-0.02629
44,10,72,-0.02541
44,12,72,-0.024
46,0,72,-0.02444
46,2,72,-0.02549
46,4,72,-0.02631
46,6,72,-0.02658
46,8,72,-0.02628
46,10,72,-0.0254
46,12,72,-0.0254
48,0,72,-0.02588
48,2,72,-0.02729
48,4,72,-0.02821
48,6,72,-0.02853
48,8,72,-0.02824
48,10,72,-0.02733
48,12,72,-0.02583
50,0,72,-0.02693
50,2,72,-0.02813
50,4,72,-0.02908
50,6,72,-0.02942
50,8,72,-0.02914
50,10,72,-0.02821
50,12,72,-0.02668
52,0,72,-0.0275
52,2,72,-0.0304
52,4,72,-0.0298
52,6,72,-0.0304
52,8,72,-0.0304
52,10,72,-0.0292
52,12,72,-0.0276
54,0,72,-0.0284
54,2,72,-0.0298
54,4,72,-0.0308
54,6,72,-0.0312
54,8,72,-0.0309
54,10,72,-0.03
54,12,72,-0.0284
56,0,72,-0.029
56,2,72,-0.0305
56,4,72,-0.0315
56,6,72,-0.0319
56,8,72,-0.0317
56,10,72,-0.0307
56,12,72,-0.0291
58,0,72,-0.0296
58,2,72,-0.0311
58,4,72,-0.0322
58,6,72,-0.0326
58,8,72,-0.0324
58,10,72,-0.0314
58,12,72,-0.0297
60,0,72,-0.0303
60,2,72,-0.0317
60,4,72,-0.0328
60,6,72,-0.0332
60,8,72,-0.033
60,10,72,-0.032
60,12,72,-0.0304
62,0,72,-0.0307
62,2,72,-0.0322
62,4,72,-0.0334
62,6,72,-0.0338
62,8,72,-0.0335
62,10,72,-0.0326
62,12,72,-0.0309
64,0,72,-0.0314
64,2,72,-0.0327
64,4,72,-0.0339
64,6,72,-0.0343
64,8,72,-0.0341
64,10,72,-0.0331
64,12,72,-0.0314
66,0,72,-0.0316
66,2,72,-0.0314
66,4,72,-0.0343
66,6,72,-0.0348
66,8,72,-0.0346
66,10,72,-0.0336
66,12,72,-0.0319
68,0,72,-0.0328
68,2,72,-0.0336
68,4,72,-0.0348
68,6,72,-0.0353
68,8,72,-0.035
68,10,72,-0.034
68,12,72,-0.0323
70,0,72,-0.0324
70,2,72,-0.034
70,4,72,-0.0352
70,6,72,-0.0357
70,8,72,-0.0354
70,10,72,-0.0344
70,12,72,-0.0327
72,0,72,-0.0328
72,2,72,-0.0343
72,4,72,-0.0355
72,6,72,-0.036
72,8,72,-0.0358
72,10,72,-0.0348
72,12,72,-0.033
74,0,72,-0.0329
74,2,72,-0.0346
74,4,72,-0.0358
74,6,72,-0.0363
74,8,72,-0.0361
74,10,72,-0.0351
74,12,72,-0.0334
76,0,72,-0.0332
76,2,72,-0.0349
76,4,72,-0.0361
76,6,72,-0.0366
76,8,72,-0.0364
76,10,72,-0.0354
76,12,72,-0.0336
78,0,72,-0.0335
78,2,72,-0.0351
78,4,72,-0.0364
78,6,72,-0.0369
78,8,72,-0.0366
78,10,72,-0.0356
78,12,72,-0.0339
80,0,72,-0.0334
80,2,72,-0.0351
80,4,72,-0.0364
80,6,72,-0.0369
80,8,72,-0.0366
80,10,72,-0.0356
80,12,72,-0.0356
82,0,72,-0.0336
82,2,72,-0.0355
82,4,72,-0.0368
82,6,72,-0.0373
82,8,72,-0.0371
82,10,72,-0.036
82,12,72,-0.0343
84,0,72,-0.0342
84,2,72,-0.0357
84,4,72,-0.0369
84,6,72,-0.0375
84,8,72,-0.0372
84,10,72,-0.0362
84,12,72,-0.0345
86,0,72,-0.0342
86,2,72,-0.0358
86,4,72,-0.0371
86,6,72,-0.0376
86,8,72,-0.0374
86,10,72,-0.0364
86,12,72,-0.0346
88,0,72,-0.0343
88,2,72,-0.036
88,4,72,-0.0372
88,6,72,-0.0378
88,8,72,-0.0375
88,10,72,-0.0365
88,12,72,-0.0348
90,0,72,-0.0343
90,2,72,-0.0361
90,4,72,-0.0373
90,6,72,-0.0379
90,8,72,-0.0376
90,10,72,-0.0366
90,12,72,-0.0348
92,0,72,-0.0345
92,2,72,-0.0361
92,4,72,-0.0361
92,6,72,-0.0379
92,8,72,-0.0377
92,10,72,-0.0367
92,12,72,-0.0349
94,0,72,-0.0346
94,2,72,-0.0362
94,4,72,-0.0375
94,6,72,-0.038
94,8,72,-0.0378
94,10,72,-0.0367
94,12,72,-0.035
96,0,72,-0.0346
96,2,72,-0.0362
96,4,72,-0.0375
96,6,72,-0.038
96,8,72,-0.0378
96,10,72,-0.0368
96,12,72,-0.035
98,0,72,-0.0348
98,2,72,-0.0363
98,4,72,-0.0376
98,6,72,-0.0381
98,8,72,-0.0378
98,10,72,-0.0368
98,12,72,-0.035
100,0,72,-0.0347
100,2,72,-0.0363
100,4,72,-0.0376
100,6,72,-0.0381
100,8,72,-0.0378
100,10,72,-0.0368
100,12,72,-0.035
102,0,72,-0.0348
102,2,72,-0.0363
102,4,72,-0.0376
102,6,72,-0.0381
102,8,72,-0.0378
102,10,72,-0.0368
102,12,72,-0.035
104,0,72,-0.0347
104,2,72,-0.0363
104,4,72,-0.0376
104,6,72,-0.0381
104,8,72,-0.0378
104,10,72,-0.0368
104,12,72,-0.035
106,0,72,-0.0346
106,2,72,-0.0363
106,4,72,-0.0375
106,6,72,-0.038
106,8,72,-0.0378
106,10,72,-0.0367
106,12,72,-0.035
108,0,72,-0.0346
108,2,72,-0.0363
108,4,72,-0.0375
108,6,72,-0.038
108,8,72,-0.0378
108,10,72,-0.0378
108,12,72,-0.035
110,0,72,-0.0348
110,2,72,-0.0362
110,4,72,-0.0375
110,6,72,-0.0379
110,8,72,-0.0377
110,10,72,-0.0366
110,12,72,-0.0349
112,0,72,-0.0346
112,2,72,-0.0362
112,4,72,-0.0374
112,6,72,-0.0379
112,8,72,-0.0376
112,10,72,-0.0366
112,12,72,-0.0348
114,0,72,-0.0354
114,2,72,-0.0361
114,4,72,-0.0373
114,6,72,-0.0378
114,8,72,-0.0375
114,10,72,-0.0365
114,12,72,-0.0347
116,0,72,-0.0345
116,2,72,-0.0361
116,4,72,-0.0373
116,6,72,-0.0378
116,8,72,-0.0375
116,10,72,-0.0364
116,12,72,-0.0346
118,0,72,-0.0345
118,2,72,-0.036
118,4,72,-0.0372
118,6,72,-0.0377
118,8,72,-0.0374
118,10,72,-0.0363
118,12,72,-0.0345
120,0,72,-0.0345
120,2,72,-0.036
120,4,72,-0.0372
120,6,72,-0.0376
120,8,72,-0.0373
120,10,72,-0.0362
120,12,72,-0.0344
122,0,72,-0.0344
122,2,72,-0.036
122,4,72,-0.0372
122,6,72,-0.0376
122,8,72,-0.0373
122,10,72,-0.0362
122,12,72,-0.0344
124,0,72,-0.0343
124,2,72,-0.0359
124,4,72,-0.037
124,6,72,-0.0375
124,8,72,-0.0371
124,10,72,-0.036
124,12,72,-0.0342
126,0,72,-0.0344
126,2,72,-0.0358
126,4,72,-0.037
126,6,72,-0.0374
126,8,72,-0.0371
126,10,72,-0.0359
126,12,72,-0.0341
128,0,72,-0.0342
128,2,72,-0.0358
128,4,72,-0.0369
128,6,72,-0.0373
128,8,72,-0.037
128,10,72,-0.0359
128,12,72,-0.034
130,0,72,-0.0343
130,2,72,-0.0358
130,4,72,-0.0369
130,6,72,-0.0373
130,8,72,-0.0369
130,10,72,-0.0358
130,12,72,-0.034
132,0,72,-0.0342
132,2,72,-0.0357
132,4,72,-0.0369
132,6,72,-0.0372
132,8,72,-0.0369
132,10,72,-0.0357
132,12,72,-0.0339
134,0,72,-0.0342
134,2,72,-0.0357
134,4,72,-0.0368
134,6,72,-0.0372
134,8,72,-0.0368
134,10,72,-0.0357
134,12,72,-0.0338
136,0,72,-0.0342
136,2,72,-0.0357
136,4,72,-0.0368
136,6,72,-0.0371
136,8,72,-0.0368
136,10,72,-0.0356
136,12,72,-0.0338
138,0,72,-0.0342
138,2,72,-0.0357
138,4,72,-0.0368
138,6,72,-0.0372
138,8,72,-0.0368
138,10,72,-0.0356
138,12,72,-0.0337
140,0,72,-0.0343
140,2,72,-0.0357
140,4,72,-0.0368
140,6,72,-0.0372
140,8,72,-0.0368
140,10,72,-0.0356
140,12,72,-0.0337
142,0,72,-0.0342
142,2,72,-0.0357
142,4,72,-0.0368
142,6,72,-0.0372
142,8,72,-0.0367
142,10,72,-0.0356
142,12,72,-0.0337
144,0,72,-0.0343
144,2,72,-0.0357
144,4,72,-0.0368
144,6,72,-0.0372
144,8,72,-0.0367
144,10,72,-0.0367
144,12,72,-0.0337
146,0,72,-0.0343
146,2,72,-0.0358
146,4,72,-0.0368
146,6,72,-0.0372
146,8,72,-0.0367
146,10,72,-0.0355
146,12,72,-0.0337
148,0,72,-0.0348
148,2,72,-0.0358
148,4,72,-0.0368
148,6,72,-0.0372
148,8,72,-0.0367
148,10,72,-0.0355
148,12,72,-0.0336
150,0,72,-0.0342
150,2,72,-0.0357
150,4,72,-0.0368
150,6,72,-0.0372
150,8,72,-0.0367
150,10,72,-0.0355
150,12,72,-0.0336
152,0,72,-0.0343
152,2,72,-0.0358
152,4,72,-0.0368
152,6,72,-0.0372
152,8,72,-0.0368
152,10,72,-0.0355
152,12,72,-0.0336
154,0,72,-0.0343
154,2,72,-0.0358
154,4,72,-0.0368
154,6,72,-0.0372
154,8,72,-0.0368
154,10,72,-0.0355
154,12,72,-0.0336
156,0,72,-0.0343
156,2,72,-0.0358
156,4,72,-0.0368
156,6,72,-0.0372
156,8,72,-0.0368
156,10,72,-0.0355
156,12,72,-0.0336
158,0,72,-0.0344
158,2,72,-0.0357
158,4,72,-0.0368
158,6,72,-0.0372
158,8,72,-0.0367
158,10,72,-0.0355
158,12,72,-0.0336
160,0,72,-0.0341
160,2,72,-0.0357
160,4,72,-0.0368
160,6,72,-0.0371
160,8,72,-0.0367
160,10,72,-0.0355
160,12,72,-0.0336
162,0,72,-0.0342
162,2,72,-0.0357
162,4,72,-0.0368
162,6,72,-0.0371
162,8,72,-0.0367
162,10,72,-0.0355
162,12,72,-0.0336
164,0,72,-0.0341
164,2,72,-0.0356
164,4,72,-0.0367
164,6,72,-0.037
164,8,72,-0.0366
164,10,72,-0.0366
164,12,72,-0.0337
166,0,72,-0.034
166,2,72,-0.0356
166,4,72,-0.0367
166,6,72,-0.037
166,8,72,-0.0366
166,10,72,-0.0354
166,12,72,-0.0335
168,0,72,-0.0341
168,2,72,-0.0355
168,4,72,-0.0366
168,6,72,-0.0369
168,8,72,-0.0365
168,10,72,-0.0353
168,12,72,-0.0334
170,0,72,-0.034
170,2,72,-0.0354
170,4,72,-0.0365
170,6,72,-0.0368
170,8,72,-0.0364
170,10,72,-0.0352
170,12,72,-0.0334
172,0,72,-0.0338
172,2,72,-0.0353
172,4,72,-0.0364
172,6,72,-0.0368
172,8,72,-0.0363
172,10,72,-0.0351
172,12,72,-0.0332
174,0,72,-0.0337
174,2,72,-0.0352
174,4,72,-0.0363
174,6,72,-0.0366
174,8,72,-0.0362
174,10,72,-0.035
174,12,72,-0.0332
176,0,72,-0.0336
176,2,72,-0.0351
176,4,72,-0.0362
176,6,72,-0.0365
176,8,72,-0.0361
176,10,72,-0.0349
176,12,72,-0.0331
178,0,72,-0.0335
178,2,72,-0.0349
178,4,72,-0.036
178,6,72,-0.0364
178,8,72,-0.036
178,10,72,-0.0348
178,12,72,-0.0329
180,0,72,-0.0332
180,2,72,-0.0347
180,4,72,-0.0358
180,6,72,-0.0362
180,8,72,-0.0358
180,10,72,-0.0346
180,12,72,-0.0328
182,0,72,-0.0331
182,2,72,-0.0345
182,4,72,-0.0356
182,6,72,-0.036
182,8,72,-0.0356
182,10,72,-0.0345
182,12,72,-0.0326
184,0,72,-0.033
184,2,72,-0.0343
184,4,72,-0.0354
184,6,72,-0.0358
184,8,72,-0.0354
184,10,72,-0.0343
184,12,72,-0.0324
186,0,72,-0.0326
186,2,72,-0.0341
186,4,72,-0.0352
186,6,72,-0.0356
186,8,72,-0.0356
186,10,72,-0.0341
186,12,72,-0.0322
188,0,72,-0.0326
188,2,72,-0.0341
188,4,72,-0.0351
188,6,72,-0.0356
188,8,72,-0.0352
188,10,72,-0.034
188,12,72,-0.0322
190,0,72,-0.0321
190,2,72,-0.0335
190,4,72,-0.0335
190,6,72,-0.035
190,8,72,-0.0347
190,10,72,-0.0335
190,12,72,-0.0318
192,0,72,-0.0317
192,2,72,-0.0332
192,4,72,-0.0343
192,6,72,-0.0347
192,8,72,-0.0343
192,10,72,-0.0332
192,12,72,-0.0315
194,0,72,-0.032
194,2,72,-0.0328
194,4,72,-0.0339
194,6,72,-0.0343
194,8,72,-0.034
194,10,72,-0.0329
194,12,72,-0.0312
196,0,72,-0.0309
196,2,72,-0.0324
196,4,72,-0.0335
196,6,72,-0.0339
196,8,72,-0.0336
196,10,72,-0.0325
196,12,72,-0.0308
198,0,72,-0.0309
198,2,72,-0.0324
198,4,72,-0.0335
198,6,72,-0.0339
198,8,72,-0.0336
198,10,72,-0.0325
198,12,72,-0.0308
200,0,72,-0.0301
200,2,72,-0.0316
200,4,72,-0.0326
200,6,72,-0.033
200,8,72,-0.0328
200,10,72,-0.0317
200,12,72,-0.03
202,0,72,-0.0296
202,2,72,-0.031
202,4,72,-0.0321
202,6,72,-0.0325
202,8,72,-0.0322
202,10,72,-0.0312
202,12,72,-0.0296
204,0,72,-0.0292
204,2,72,-0.0305
204,4,72,-0.0316
204,6,72,-0.032
204,8,72,-0.0317
204,10,72,-0.0307
204,12,72,-0.0291
206,0,72,-0.0284
206,2,72,-0.0298
206,4,72,-0.031
206,6,72,-0.0314
206,8,72,-0.0311
206,10,72,-0.0301
206,12,72,-0.0286
208,0,72,-0.028
208,2,72,-0.0293
208,4,72,-0.0303
208,6,72,-0.0307
208,8,72,-0.0305
208,10,72,-0.0295
208,12,72,-0.028
210,0,72,-0.0272
210,2,72,-0.0286
210,4,72,-0.0296
210,6,72,-0.03
210,8,72,-0.0298
210,10,72,-0.0289
210,12,72,-0.0274
212,0,72,-0.0264
212,2,72,-0.0278
212,4,72,-0.0288
212,6,72,-0.0293
212,8,72,-0.0291
212,10,72,-0.0282
212,12,72,-0.0267
214,0,72,-0.0259
214,2,72,-0.027
214,4,72,-0.028
214,6,72,-0.0285
214,8,72,-0.0282
214,10,72,-0.0274
214,12,72,-0.026
216,0,72,-0.0258
216,2,72,-0.027
216,4,72,-0.028
216,6,72,-0.0284
216,8,72,-0.0282
216,10,72,-0.0274
216,12,72,-0.026
218,0,72,-0.0241
218,2,72,-0.0253
218,4,72,-0.0263
218,6,72,-0.0267
218,8,72,-0.0265
218,10,72,-0.0257
218,12,72,-0.0244
220,0,72,-0.0231
220,2,72,-0.0244
220,4,72,-0.0253
220,6,72,-0.0257
220,8,72,-0.0256
220,10,72,-0.0248
220,12,72,-0.0235
222,0,72,-0.0231
222,2,72,-0.0244
222,4,72,-0.0253
222,6,72,-0.0257
222,8,72,-0.0256
222,10,72,-0.0247
222,12,72,-0.0236
224,0,72,-0.0213
224,2,72,-0.0224
224,4,72,-0.0232
224,6,72,-0.0236
224,8,72,-0.0235
224,10,72,-0.0229
224,12,72,-0.0218
226,0,72,-0.0203
226,2,72,-0.0213
226,4,72,-0.0222
226,6,72,-0.0225
226,8,72,-0.0225
226,10,72,-0.0219
226,12,72,-0.0219
228,0,72,-0.01898
228,2,72,-0.0201
228,4,72,-0.02092
228,6,72,-0.02129
228,8,72,-0.02121
228,10,72,-0.02067
228,12,72,-0.0197
230,0,72,-0.0181
230,2,72,-0.01903
230,4,72,-0.01979
230,6,72,-0.02016
230,8,72,-0.02009
230,10,72,-0.01959
230,12,72,-0.01869
232,0,72,-0.01707
232,2,72,-0.01793
232,4,72,-0.01866
232,6,72,-0.019
232,8,72,-0.01896
232,10,72,-0.0185
232,12,72,-0.01767
234,0,72,-0.01597
234,2,72,-0.01685
234,4,72,-0.01753
234,6,72,-0.01785
234,8,72,-0.01782
234,10,72,-0.01741
234,12,72,-0.01666
236,0,72,-0.01505
236,2,72,-0.01576
236,4,72,-0.01577
236,6,72,-0.0167
236,8,72,-0.01669
236,10,72,-0.01632
236,12,72,-0.01563
238,0,72,-0.01399
238,2,72,-0.0147
238,4,72,-0.01531
238,6,72,-0.01559
238,8,72,-0.01558
238,10,72,-0.01525
238,12,72,-0.01462
240,0,72,-0.013
240,2,72,-0.01368
240,4,72,-0.01423
240,6,72,-0.01451
240,8,72,-0.0145
240,10,72,-0.0142
240,12,72,-0.01364
242,0,72,-0.01209
242,2,72,-0.01269
242,4,72,-0.01319
242,6,72,-0.01345
242,8,72,-0.01345
242,10,72,-0.01319
242,12,72,-0.01268
244,0,72,-0.01122
244,2,72,-0.01173
244,4,72,-0.01219
244,6,72,-0.01244
244,8,72,-0.01244
244,10,72,-0.0122
244,12,72,-0.01175
246,0,72,-0.01035
246,2,72,-0.01082
246,4,72,-0.01124
246,6,72,-0.01146
246,8,72,-0.01147
246,10,72,-0.01127
246,12,72,-0.01087
248,0,72,-0.00949
248,2,72,-0.00995
248,4,72,-0.01034
248,6,72,-0.01053
248,8,72,-0.01056
248,10,72,-0.01038
248,12,72,-0.01002
250,0,72,-0.00872
250,2,72,-0.00915
250,4,72,-0.00948
250,6,72,-0.00968
250,8,72,-0.0097
250,10,72,-0.00954
250,12,72,-0.00915
252,0,72,-0.00803
252,2,72,-0.00837
252,4,72,-0.00869
252,6,72,-0.00886
252,8,72,-0.00888
252,10,72,-0.00874
252,12,72,-0.00846
254,0,72,-0.0073
254,2,72,-0.00767
254,4,72,-0.00795
254,6,72,-0.00811
254,8,72,-0.00812
254,10,72,-0.00801
254,12,72,-0.00776
256,0,72,-0.00732
256,2,72,-0.00765
256,4,72,-0.00794
256,6,72,-0.00794
256,8,72,-0.00812
256,10,72,-0.008
256,12,72,-0.00775
258,0,72,-0.0061
258,2,72,-0.00605
258,4,72,-0.0066
258,6,72,-0.00674
258,8,72,-0.00676
258,10,72,-0.00667
258,12,72,-0.00648
260,0,72,-0.00555
260,2,72,-0.00581
260,4,72,-0.00602
260,6,72,-0.00613
260,8,72,-0.00615
260,10,72,-0.00592
260,12,72,-0.00591
262,0,72,-0.00539
262,2,72,-0.00558
262,4,72,-0.00545
262,6,72,-0.00558
262,8,72,-0.0056
262,10,72,-0.00553
262,12,72,-0.00539
0,0,74,-0.00475
0,2,74,-0.00483
0,4,74,-0.00487
0,6,74,-0.00483
0,8,74,-0.00482
0,10,74,-0.00454
0,12,74,-0.00413
2,0,74,-0.00519
2,2,74,-0.00529
2,4,74,-0.00533
2,6,74,-0.00529
2,8,74,-0.00518
2,10,74,-0.00518
2,12,74,-0.00474
4,0,74,-0.0052
4,2,74,-0.00529
4,4,74,-0.00533
4,6,74,-0.0053
4,8,74,-0.00518
4,10,74,-0.00498
4,12,74,-0.00471
6,0,74,-0.00622
6,2,74,-0.00634
6,4,74,-0.00641
6,6,74,-0.00637
6,8,74,-0.00623
6,10,74,-0.006
6,12,74,-0.00567
8,0,74,-0.00622
8,2,74,-0.00634
8,4,74,-0.00641
8,6,74,-0.00637
8,8,74,-0.00623
8,10,74,-0.00599
8,12,74,-0.00567
10,0,74,-0.00739
10,2,74,-0.00756
10,4,74,-0.00764
10,6,74,-0.00761
10,8,74,-0.00741
10,10,74,-0.00718
10,12,74,-0.00678
12,0,74,-0.00803
12,2,74,-0.00823
12,4,74,-0.00834
12,6,74,-0.00831
12,8,74,-0.00814
12,10,74,-0.00784
12,12,74,-0.00783
14,0,74,-0.00869
14,2,74,-0.00894
14,4,74,-0.00907
14,6,74,-0.00904
14,8,74,-0.00886
14,10,74,-0.00853
14,12,74,-0.00807
16,0,74,-0.00943
16,2,74,-0.00971
16,4,74,-0.00985
16,6,74,-0.00983
16,8,74,-0.00964
16,10,74,-0.00928
16,12,74,-0.00877
18,0,74,-0.00945
18,2,74,-0.0097
18,4,74,-0.00985
18,6,74,-0.00983
18,8,74,-0.00964
18,10,74,-0.00929
18,12,74,-0.00877
20,0,74,-0.01106
20,2,74,-0.01134
20,4,74,-0.01154
20,6,74,-0.01154
20,8,74,-0.01132
20,10,74,-0.01091
20,12,74,-0.0103
22,0,74,-0.01181
22,2,74,-0.01221
22,4,74,-0.01243
22,6,74,-0.01244
22,8,74,-0.01222
22,10,74,-0.01177
22,12,74,-0.01111
24,0,74,-0.01185
24,2,74,-0.01221
24,4,74,-0.01243
24,6,74,-0.01244
24,8,74,-0.01221
24,10,74,-0.01177
24,12,74,-0.01111
26,0,74,-0.01359
26,2,74,-0.01404
26,4,74,-0.01434
26,6,74,-0.01436
26,8,74,-0.01412
26,10,74,-0.01362
26,12,74,-0.01286
28,0,74,-0.01358
28,2,74,-0.01403
28,4,74,-0.01433
28,6,74,-0.01436
28,8,74,-0.01413
28,10,74,-0.01361
28,12,74,-0.01285
30,0,74,-0.01536
30,2,74,-0.01528
30,4,74,-0.0163
30,6,74,-0.01636
30,8,74,-0.01611
30,10,74,-0.01555
30,12,74,-0.01468
32,0,74,-0.01534
32,2,74,-0.01593
32,4,74,-0.01631
32,6,74,-0.01637
32,8,74,-0.01612
32,10,74,-0.01554
32,12,74,-0.01468
34,0,74,-0.01719
34,2,74,-0.01783
34,4,74,-0.01829
34,6,74,-0.0184
34,8,74,-0.01814
34,10,74,-0.01751
34,12,74,-0.01654
36,0,74,-0.01804
