x [mm],y [mm],z [mm],B [T]
236,12,18,-0.286
238,0,18,-0.1614
238,2,18,-0.2164
238,4,18,-0.2566
238,6,18,-0.2765
238,8,18,-0.2776
238,10,18,-0.2584
238,12,18,-0.2161
240,0,18,-0.1391
240,2,18,-0.1684
240,4,18,-0.1984
240,6,18,-0.214
240,8,18,-0.2147
240,10,18,-0.1999
240,12,18,-0.1705
242,0,18,-0.111
242,2,18,-0.134
242,4,18,-0.1557
242,6,18,-0.1673
242,8,18,-0.1679
242,10,18,-0.1576
242,12,18,-0.1375
244,0,18,-0.0887
244,2,18,-0.1079
244,4,18,-0.1237
244,6,18,-0.1322
244,8,18,-0.133
244,10,18,-0.1258
244,12,18,-0.1119
246,0,18,-0.0746
246,2,18,-0.0879
246,4,18,-0.0993
246,6,18,-0.1057
246,8,18,-0.1064
246,10,18,-0.1015
246,12,18,-0.0918
248,0,18,-0.0634
248,2,18,-0.0722
248,4,18,-0.0806
248,6,18,-0.0854
248,8,18,-0.0861
248,10,18,-0.0828
248,12,18,-0.0758
250,0,18,-0.0531
250,2,18,-0.0597
250,4,18,-0.066
250,6,18,-0.0697
250,8,18,-0.0703
250,10,18,-0.068
250,12,18,-0.063
252,0,18,-0.0439
252,2,18,-0.0497
252,4,18,-0.0545
252,6,18,-0.0573
252,8,18,-0.0579
252,10,18,-0.0563
252,12,18,-0.0527
254,0,18,-0.0441
254,2,18,-0.0497
254,4,18,-0.0545
254,6,18,-0.0573
254,8,18,-0.0579
254,10,18,-0.0563
254,12,18,-0.0526
256,0,18,-0.0316
256,2,18,-0.0351
256,4,18,-0.038
256,6,18,-0.0397
256,8,18,-0.0402
256,10,18,-0.0393
256,12,18,-0.0373
258,0,18,-0.0269
258,2,18,-0.0296
258,4,18,-0.032
258,6,18,-0.0333
258,8,18,-0.0337
258,10,18,-0.0331
258,12,18,-0.0316
260,0,18,-0.0231
260,2,18,-0.0252
260,4,18,-0.027
260,6,18,-0.0281
260,8,18,-0.0285
260,10,18,-0.028
260,12,18,-0.0269
262,0,18,-0.0198
262,2,18,-0.02134
262,4,18,-0.02284
262,6,18,-0.02373
262,8,18,-0.02404
262,10,18,-0.02371
262,12,18,-0.02281
0,0,20,-0.02005
0,2,20,-0.02083
0,4,20,-0.02128
0,6,20,-0.02121
0,8,20,-0.02062
0,10,20,-0.0195
0,12,20,-0.01794
2,0,20,-0.02343
2,2,20,-0.02444
2,4,20,-0.02503
2,6,20,-0.02498
2,8,20,-0.02425
2,10,20,-0.0229
2,12,20,-0.02095
4,0,20,-0.02755
4,2,20,-0.02877
4,4,20,-0.02958
4,6,20,-0.02955
4,8,20,-0.02866
4,10,20,-0.02697
4,12,20,-0.02454
6,0,20,-0.02742
6,2,20,-0.02878
6,4,20,-0.02958
6,6,20,-0.02955
6,8,20,-0.02866
6,10,20,-0.02697
6,12,20,-0.02455
8,0,20,-0.0383
8,2,20,-0.0406
8,4,20,-0.0421
8,6,20,-0.0422
8,8,20,-0.0408
8,10,20,-0.0381
8,12,20,-0.0342
10,0,20,-0.0454
10,2,20,-0.0449
10,4,20,-0.0505
10,6,20,-0.0505
10,8,20,-0.0491
10,10,20,-0.0455
10,12,20,-0.0405
12,0,20,-0.0541
12,2,20,-0.0584
12,4,20,-0.0611
12,6,20,-0.0615
12,8,20,-0.0593
12,10,20,-0.0548
12,12,20,-0.0482
14,0,20,-0.0667
14,2,20,-0.0706
14,4,20,-0.0745
14,6,20,-0.0752
14,8,20,-0.0724
14,10,20,-0.0664
14,12,20,-0.0576
16,0,20,-0.0791
16,2,20,-0.0861
16,4,20,-0.0917
16,6,20,-0.0929
16,8,20,-0.0892
16,10,20,-0.0811
16,12,20,-0.0693
18,0,20,-0.0949
18,2,20,-0.1058
18,4,20,-0.1139
18,6,20,-0.1158
18,8,20,-0.1109
18,10,20,-0.0998
18,12,20,-0.0837
20,0,20,-0.1149
20,2,20,-0.1315
20,4,20,-0.1432
20,6,20,-0.1461
20,8,20,-0.1396
20,10,20,-0.1243
20,12,20,-0.1018
22,0,20,-0.1422
22,2,20,-0.165
22,4,20,-0.1821
22,6,20,-0.1864
22,8,20,-0.1776
22,10,20,-0.1565
22,12,20,-0.1249
24,0,20,-0.1416
24,2,20,-0.165
24,4,20,-0.1821
24,6,20,-0.1864
24,8,20,-0.1776
24,10,20,-0.1565
24,12,20,-0.1249
26,0,20,-0.227
26,2,20,-0.278
26,4,20,-0.309
26,6,20,-0.315
26,8,20,-0.3
26,10,20,-0.264
26,12,20,-0.201
28,0,20,-0.319
28,2,20,-0.38
28,4,20,-0.407
28,6,20,-0.407
28,8,20,-0.391
28,10,20,-0.353
28,12,20,-0.277
30,0,20,-0.523
30,2,20,-0.538
30,4,20,-0.53
30,6,20,-0.517
30,8,20,-0.501
30,10,20,-0.479
30,12,20,-0.44
32,0,20,-0.81
32,2,20,-0.711
32,4,20,-0.656
32,6,20,-0.629
32,8,20,-0.616
32,10,20,-0.619
32,12,20,-0.655
34,0,20,-0.911
34,2,20,-0.823
34,4,20,-0.762
34,6,20,-0.73
34,8,20,-0.721
34,10,20,-0.735
34,12,20,-0.784
36,0,20,-0.949
36,2,20,-0.89
36,4,20,-0.84
36,6,20,-0.812
36,8,20,-0.805
36,10,20,-0.821
36,12,20,-0.863
38,0,20,-0.978
38,2,20,-0.935
38,4,20,-0.896
38,6,20,-0.874
38,8,20,-0.869
38,10,20,-0.882
38,12,20,-0.914
40,0,20,-0.997
40,2,20,-0.967
40,4,20,-0.938
40,6,20,-0.921
40,8,20,-0.917
40,10,20,-0.927
40,12,20,-0.95
42,0,20,-1.016
42,2,20,-0.991
42,4,20,-0.969
42,6,20,-0.955
42,8,20,-0.952
42,10,20,-0.959
42,12,20,-0.976
44,0,20,-1.029
44,2,20,-1.01
44,4,20,-0.992
44,6,20,-0.981
44,8,20,-0.979
44,10,20,-0.984
44,12,20,-0.998
46,0,20,-1.029
46,2,20,-1.01
46,4,20,-0.992
46,6,20,-0.981
46,8,20,-0.979
46,10,20,-0.984
46,12,20,-0.998
48,0,20,-1.048
48,2,20,-1.035
48,4,20,-1.023
48,6,20,-1.016
48,8,20,-1.014
48,10,20,-1.017
48,12,20,-1.026
50,0,20,-1.055
50,2,20,-1.044
50,4,20,-1.034
50,6,20,-1.027
50,8,20,-1.026
50,10,20,-1.028
50,12,20,-1.035
52,0,20,-1.059
52,2,20,-1.051
52,4,20,-1.042
52,6,20,-1.036
52,8,20,-1.035
52,10,20,-1.037
52,12,20,-1.041
54,0,20,-1.047
54,2,20,-1.044
54,4,20,-1.051
54,6,20,-1.043
54,8,20,-1.042
54,10,20,-1.044
54,12,20,-1.047
56,0,20,-1.069
56,2,20,-1.061
56,4,20,-1.054
56,6,20,-1.049
56,8,20,-1.048
56,10,20,-1.049
56,12,20,-1.053
58,0,20,-1.071
58,2,20,-1.064
58,4,20,-1.058
58,6,20,-1.054
58,8,20,-1.052
58,10,20,-1.054
58,12,20,-1.057
60,0,20,-1.072
60,2,20,-1.067
60,4,20,-1.061
60,6,20,-1.057
60,8,20,-1.056
60,10,20,-1.057
60,12,20,-1.06
62,0,20,-1.076
62,2,20,-1.07
62,4,20,-1.064
62,6,20,-1.064
62,8,20,-1.059
62,10,20,-1.06
62,12,20,-1.063
64,0,20,-1.079
64,2,20,-1.072
64,4,20,-1.066
64,6,20,-1.063
64,8,20,-1.062
64,10,20,-1.062
64,12,20,-1.064
66,0,20,-1.08
66,2,20,-1.074
66,4,20,-1.068
66,6,20,-1.065
66,8,20,-1.064
66,10,20,-1.064
66,12,20,-1.066
68,0,20,-1.08
68,2,20,-1.075
68,4,20,-1.07
68,6,20,-1.067
68,8,20,-1.065
68,10,20,-1.066
68,12,20,-1.069
70,0,20,-1.08
70,2,20,-1.075
70,4,20,-1.07
70,6,20,-1.067
70,8,20,-1.065
70,10,20,-1.066
70,12,20,-1.069
72,0,20,-1.082
72,2,20,-1.076
72,4,20,-1.072
72,6,20,-1.069
72,8,20,-1.068
72,10,20,-1.069
72,12,20,-1.072
74,0,20,-1.081
74,2,20,-1.077
74,4,20,-1.072
74,6,20,-1.069
74,8,20,-1.068
74,10,20,-1.069
74,12,20,-1.072
76,0,20,-1.083
76,2,20,-1.078
76,4,20,-1.074
76,6,20,-1.071
76,8,20,-1.071
76,10,20,-1.072
76,12,20,-1.075
78,0,20,-1.082
78,2,20,-1.078
78,4,20,-1.074
78,6,20,-1.071
78,8,20,-1.071
78,10,20,-1.072
78,12,20,-1.075
80,0,20,-1.086
80,2,20,-1.08
80,4,20,-1.08
80,6,20,-1.073
80,8,20,-1.072
80,10,20,-1.074
80,12,20,-1.078
82,0,20,-1.084
82,2,20,-1.08
82,4,20,-1.076
82,6,20,-1.073
82,8,20,-1.073
82,10,20,-1.074
82,12,20,-1.078
84,0,20,-1.084
84,2,20,-1.08
84,4,20,-1.076
84,6,20,-1.073
84,8,20,-1.073
84,10,20,-1.074
84,12,20,-1.078
86,0,20,-1.087
86,2,20,-1.082
86,4,20,-1.077
86,6,20,-1.075
86,8,20,-1.074
86,10,20,-1.075
86,12,20,-1.079
88,0,20,-1.088
88,2,20,-1.083
88,4,20,-1.078
88,6,20,-1.075
88,8,20,-1.074
88,10,20,-1.075
88,12,20,-1.078
90,0,20,-1.089
90,2,20,-1.084
90,4,20,-1.079
90,6,20,-1.076
90,8,20,-1.075
90,10,20,-1.076
90,12,20,-1.078
92,0,20,-1.091
92,2,20,-1.085
92,4,20,-1.08
92,6,20,-1.077
92,8,20,-1.075
92,10,20,-1.076
92,12,20,-1.078
94,0,20,-1.079
94,2,20,-1.079
94,4,20,-1.081
94,6,20,-1.077
94,8,20,-1.076
94,10,20,-1.077
94,12,20,-1.079
96,0,20,-1.093
96,2,20,-1.087
96,4,20,-1.081
96,6,20,-1.077
96,8,20,-1.076
96,10,20,-1.077
96,12,20,-1.079
98,0,20,-1.095
98,2,20,-1.088
98,4,20,-1.088
98,6,20,-1.078
98,8,20,-1.077
98,10,20,-1.078
98,12,20,-1.081
100,0,20,-1.095
100,2,20,-1.088
100,4,20,-1.083
100,6,20,-1.079
100,8,20,-1.077
100,10,20,-1.078
100,12,20,-1.081
102,0,20,-1.095
102,2,20,-1.089
102,4,20,-1.083
102,6,20,-1.079
102,8,20,-1.077
102,10,20,-1.078
102,12,20,-1.081
104,0,20,-1.094
104,2,20,-1.089
104,4,20,-1.083
104,6,20,-1.079
104,8,20,-1.077
104,10,20,-1.078
104,12,20,-1.081
106,0,20,-1.094
106,2,20,-1.089
106,4,20,-1.083
106,6,20,-1.079
106,8,20,-1.077
106,10,20,-1.078
106,12,20,-1.08
108,0,20,-1.094
108,2,20,-1.088
108,4,20,-1.082
108,6,20,-1.079
108,8,20,-1.077
108,10,20,-1.078
108,12,20,-1.081
110,0,20,-1.094
110,2,20,-1.088
110,4,20,-1.082
110,6,20,-1.078
110,8,20,-1.077
110,10,20,-1.078
110,12,20,-1.081
112,0,20,-1.095
112,2,20,-1.088
112,4,20,-1.081
112,6,20,-1.077
112,8,20,-1.076
112,10,20,-1.077
112,12,20,-1.081
114,0,20,-1.094
114,2,20,-1.087
114,4,20,-1.08
114,6,20,-1.076
114,8,20,-1.075
114,10,20,-1.077
114,12,20,-1.082
116,0,20,-1.093
116,2,20,-1.086
116,4,20,-1.079
116,6,20,-1.075
116,8,20,-1.073
116,10,20,-1.076
116,12,20,-1.082
118,0,20,-1.094
118,2,20,-1.095
118,4,20,-1.077
118,6,20,-1.072
118,8,20,-1.071
118,10,20,-1.074
118,12,20,-1.081
120,0,20,-1.093
120,2,20,-1.082
120,4,20,-1.073
120,6,20,-1.068
120,8,20,-1.067
120,10,20,-1.07
120,12,20,-1.078
122,0,20,-1.09
122,2,20,-1.078
122,4,20,-1.068
122,6,20,-1.063
122,8,20,-1.061
122,10,20,-1.065
122,12,20,-1.073
124,0,20,-1.082
124,2,20,-1.071
124,4,20,-1.061
124,6,20,-1.055
124,8,20,-1.054
124,10,20,-1.056
124,12,20,-1.066
126,0,20,-1.076
126,2,20,-1.062
126,4,20,-1.052
126,6,20,-1.046
126,8,20,-1.044
126,10,20,-1.045
126,12,20,-1.052
128,0,20,-1.065
128,2,20,-1.049
128,4,20,-1.04
128,6,20,-1.036
128,8,20,-1.033
128,10,20,-1.029
128,12,20,-1.03
130,0,20,-1.065
130,2,20,-1.049
130,4,20,-1.04
130,6,20,-1.036
130,8,20,-1.033
130,10,20,-1.029
130,12,20,-1.03
132,0,20,-0.947
132,2,20,-1
132,4,20,-1.018
132,6,20,-1.024
132,8,20,-1.024
132,10,20,-1.024
132,12,20,-0.993
134,0,20,-1.002
134,2,20,-1.01
134,4,20,-1.021
134,6,20,-1.027
134,8,20,-1.03
134,10,20,-1.033
134,12,20,-1.043
136,0,20,-1.028
136,2,20,-1.028
136,4,20,-1.03
136,6,20,-1.034
136,8,20,-1.039
136,10,20,-1.047
136,12,20,-1.061
138,0,20,-1.044
138,2,20,-1.041
138,4,20,-1.04
138,6,20,-1.043
138,8,20,-1.048
138,10,20,-1.056
138,12,20,-1.067
140,0,20,-1.055
140,2,20,-1.051
140,4,20,-1.049
140,6,20,-1.05
140,8,20,-1.054
140,10,20,-1.062
140,12,20,-1.071
142,0,20,-1.056
142,2,20,-1.051
142,4,20,-1.049
142,6,20,-1.05
142,8,20,-1.054
142,10,20,-1.061
142,12,20,-1.071
144,0,20,-1.064
144,2,20,-1.062
144,4,20,-1.06
144,6,20,-1.06
144,8,20,-1.063
144,10,20,-1.068
144,12,20,-1.075
146,0,20,-1.064
146,2,20,-1.062
146,4,20,-1.06
146,6,20,-1.06
146,8,20,-1.063
146,10,20,-1.069
146,12,20,-1.075
148,0,20,-1.065
148,2,20,-1.065
148,4,20,-1.065
148,6,20,-1.065
148,8,20,-1.068
148,10,20,-1.072
148,12,20,-1.077
150,0,20,-1.066
150,2,20,-1.066
150,4,20,-1.066
150,6,20,-1.067
150,8,20,-1.069
150,10,20,-1.073
150,12,20,-1.077
152,0,20,-1.066
152,2,20,-1.067
152,4,20,-1.067
152,6,20,-1.068
152,8,20,-1.07
152,10,20,-1.073
152,12,20,-1.077
154,0,20,-1.066
154,2,20,-1.067
154,4,20,-1.067
154,6,20,-1.068
154,8,20,-1.07
154,10,20,-1.074
154,12,20,-1.078
156,0,20,-1.065
156,2,20,-1.067
156,4,20,-1.067
156,6,20,-1.068
156,8,20,-1.071
156,10,20,-1.074
156,12,20,-1.077
158,0,20,-1.065
158,2,20,-1.067
158,4,20,-1.067
158,6,20,-1.068
158,8,20,-1.07
158,10,20,-1.074
158,12,20,-1.078
160,0,20,-1.065
160,2,20,-1.066
160,4,20,-1.067
160,6,20,-1.068
160,8,20,-1.071
160,10,20,-1.074
160,12,20,-1.079
162,0,20,-1.064
162,2,20,-1.066
162,4,20,-1.067
162,6,20,-1.067
162,8,20,-1.07
162,10,20,-1.074
162,12,20,-1.079
164,0,20,-1.064
164,2,20,-1.067
164,4,20,-1.067
164,6,20,-1.068
164,8,20,-1.07
164,10,20,-1.074
164,12,20,-1.078
166,0,20,-1.078
166,2,20,-1.068
166,4,20,-1.067
166,6,20,-1.068
166,8,20,-1.07
166,10,20,-1.074
166,12,20,-1.078
168,0,20,-1.064
168,2,20,-1.066
168,4,20,-1.067
168,6,20,-1.068
168,8,20,-1.07
168,10,20,-1.073
168,12,20,-1.078
170,0,20,-1.064
170,2,20,-1.066
170,4,20,-1.066
170,6,20,-1.067
170,8,20,-1.07
170,10,20,-1.073
170,12,20,-1.077
172,0,20,-1.064
172,2,20,-1.066
172,4,20,-1.066
172,6,20,-1.067
172,8,20,-1.069
172,10,20,-1.072
172,12,20,-1.077
174,0,20,-1.064
174,2,20,-1.066
174,4,20,-1.066
174,6,20,-1.067
174,8,20,-1.069
174,10,20,-1.072
174,12,20,-1.077
176,0,20,-1.064
176,2,20,-1.065
176,4,20,-1.065
176,6,20,-1.066
176,8,20,-1.068
176,10,20,-1.072
176,12,20,-1.076
178,0,20,-1.063
178,2,20,-1.064
178,4,20,-1.064
178,6,20,-1.065
178,8,20,-1.067
178,10,20,-1.071
178,12,20,-1.076
180,0,20,-1.061
180,2,20,-1.063
180,4,20,-1.064
180,6,20,-1.065
180,8,20,-1.067
180,10,20,-1.07
180,12,20,-1.076
182,0,20,-1.061
182,2,20,-1.063
182,4,20,-1.063
182,6,20,-1.064
182,8,20,-1.067
182,10,20,-1.07
182,12,20,-1.076
184,0,20,-1.06
184,2,20,-1.061
184,4,20,-1.062
184,6,20,-1.063
184,8,20,-1.065
184,10,20,-1.069
184,12,20,-1.074
186,0,20,-1.06
186,2,20,-1.061
186,4,20,-1.061
186,6,20,-1.062
186,8,20,-1.064
186,10,20,-1.068
186,12,20,-1.073
188,0,20,-1.059
188,2,20,-1.06
188,4,20,-1.06
188,6,20,-1.061
188,8,20,-1.063
188,10,20,-1.067
188,12,20,-1.071
190,0,20,-1.057
190,2,20,-1.058
190,4,20,-1.059
190,6,20,-1.06
190,8,20,-1.062
190,10,20,-1.065
190,12,20,-1.07
192,0,20,-1.057
192,2,20,-1.057
192,4,20,-1.058
192,6,20,-1.058
192,8,20,-1.061
192,10,20,-1.064
192,12,20,-1.069
194,0,20,-1.056
194,2,20,-1.057
194,4,20,-1.057
194,6,20,-1.058
194,8,20,-1.061
194,10,20,-1.064
194,12,20,-1.069
196,0,20,-1.053
196,2,20,-1.054
196,4,20,-1.055
196,6,20,-1.056
196,8,20,-1.058
196,10,20,-1.061
196,12,20,-1.067
198,0,20,-1.05
198,2,20,-1.052
198,4,20,-1.053
198,6,20,-1.054
198,8,20,-1.056
198,10,20,-1.06
198,12,20,-1.065
200,0,20,-1.049
200,2,20,-1.051
200,4,20,-1.051
200,6,20,-1.052
200,8,20,-1.055
200,10,20,-1.059
200,12,20,-1.065
202,0,20,-1.049
202,2,20,-1.051
202,4,20,-1.051
202,6,20,-1.052
202,8,20,-1.055
202,10,20,-1.059
202,12,20,-1.065
204,0,20,-1.044
204,2,20,-1.045
204,4,20,-1.045
204,6,20,-1.047
204,8,20,-1.05
204,10,20,-1.056
204,12,20,-1.064
206,0,20,-1.04
206,2,20,-1.041
206,4,20,-1.041
206,6,20,-1.043
206,8,20,-1.047
206,10,20,-1.053
206,12,20,-1.062
208,0,20,-1.037
208,2,20,-1.037
208,4,20,-1.036
208,6,20,-1.038
208,8,20,-1.042
208,10,20,-1.049
208,12,20,-1.06
210,0,20,-1.032
210,2,20,-1.031
210,4,20,-1.03
210,6,20,-1.031
210,8,20,-1.036
210,10,20,-1.044
210,12,20,-1.055
212,0,20,-1.025
212,2,20,-1.023
212,4,20,-1.021
212,6,20,-1.021
212,8,20,-1.028
212,10,20,-1.037
212,12,20,-1.05
214,0,20,-1.016
214,2,20,-1.012
214,4,20,-1.01
214,6,20,-1.012
214,8,20,-1.018
214,10,20,-1.029
214,12,20,-1.044
216,0,20,-1.001
216,2,20,-0.998
216,4,20,-0.996
216,6,20,-0.998
216,8,20,-1.005
216,10,20,-1.017
216,12,20,-1.035
218,0,20,-0.984
218,2,20,-0.981
218,4,20,-0.978
218,6,20,-0.98
218,8,20,-0.988
218,10,20,-1.003
218,12,20,-1.023
220,0,20,-0.966
220,2,20,-0.96
220,4,20,-0.955
220,6,20,-0.957
220,8,20,-0.966
220,10,20,-0.984
220,12,20,-1.008
222,0,20,-0.946
222,2,20,-0.933
222,4,20,-0.925
222,6,20,-0.926
222,8,20,-0.938
222,10,20,-0.96
222,12,20,-0.989
224,0,20,-0.918
224,2,20,-0.899
224,4,20,-0.886
224,6,20,-0.886
224,8,20,-0.901
224,10,20,-0.928
224,12,20,-0.967
226,0,20,-0.882
226,2,20,-0.853
226,4,20,-0.834
226,6,20,-0.833
226,8,20,-0.851
226,10,20,-0.886
226,12,20,-0.939
228,0,20,-0.831
228,2,20,-0.789
228,4,20,-0.765
228,6,20,-0.764
228,8,20,-0.784
228,10,20,-0.827
228,12,20,-0.898
230,0,20,-0.744
230,2,20,-0.694
230,4,20,-0.672
230,6,20,-0.674
230,8,20,-0.695
230,10,20,-0.74
230,12,20,-0.83
232,0,20,-0.573
232,2,20,-0.556
232,4,20,-0.558
232,6,20,-0.569
232,8,20,-0.585
232,10,20,-0.611
232,12,20,-0.672
234,0,20,-0.331
234,2,20,-0.401
234,4,20,-0.44
234,6,20,-0.459
234,8,20,-0.468
234,10,20,-0.463
234,12,20,-0.416
236,0,20,-0.212
236,2,20,-0.289
236,4,20,-0.336
236,6,20,-0.359
236,8,20,-0.362
236,10,20,-0.343
236,12,20,-0.286
238,0,20,-0.1618
238,2,20,-0.2163
238,4,20,-0.2565
238,6,20,-0.2764
238,8,20,-0.2776
238,10,20,-0.2584
238,12,20,-0.2161
240,0,20,-0.1342
240,2,20,-0.1683
240,4,20,-0.1983
240,6,20,-0.2139
240,8,20,-0.2146
240,10,20,-0.1999
240,12,20,-0.1705
242,0,20,-0.1086
242,2,20,-0.1339
242,4,20,-0.1556
242,6,20,-0.1672
242,8,20,-0.1679
242,10,20,-0.1576
242,12,20,-0.1374
244,0,20,-0.0902
244,2,20,-0.1079
244,4,20,-0.1236
244,6,20,-0.1322
244,8,20,-0.1329
244,10,20,-0.1258
244,12,20,-0.1118
246,0,20,-0.0748
246,2,20,-0.0878
246,4,20,-0.0993
246,6,20,-0.1056
246,8,20,-0.1063
246,10,20,-0.1015
246,12,20,-0.0918
248,0,20,-0.0622
248,2,20,-0.0721
248,4,20,-0.0806
248,6,20,-0.0854
248,8,20,-0.0861
248,10,20,-0.0827
248,12,20,-0.0758
250,0,20,-0.0527
250,2,20,-0.0597
250,4,20,-0.066
250,6,20,-0.0696
250,8,20,-0.0703
250,10,20,-0.068
250,12,20,-0.063
252,0,20,-0.0448
252,2,20,-0.0497
252,4,20,-0.0545
252,6,20,-0.0573
252,8,20,-0.0579
252,10,20,-0.0563
252,12,20,-0.0526
254,0,20,-0.0372
254,2,20,-0.0416
254,4,20,-0.0453
254,6,20,-0.0475
254,8,20,-0.048
254,10,20,-0.0469
254,12,20,-0.0442
256,0,20,-0.0319
256,2,20,-0.035
256,4,20,-0.038
256,6,20,-0.0397
256,8,20,-0.0401
256,10,20,-0.0393
256,12,20,-0.0373
258,0,20,-0.0271
258,2,20,-0.0296
258,4,20,-0.0319
258,6,20,-0.0333
258,8,20,-0.0337
258,10,20,-0.0331
258,12,20,-0.0316
260,0,20,-0.0231
260,2,20,-0.0252
260,4,20,-0.027
260,6,20,-0.0281
260,8,20,-0.0285
260,10,20,-0.028
260,12,20,-0.0269
262,0,20,-0.0199
262,2,20,-0.02133
262,4,20,-0.02282
262,6,20,-0.02373
262,8,20,-0.02402
262,10,20,-0.02371
262,12,20,-0.0228
0,0,22,-0.02005
0,2,22,-0.0208
0,4,22,-0.02123
0,6,22,-0.02115
0,8,22,-0.02054
0,10,22,-0.01943
0,12,22,-0.01787
2,0,22,-0.02333
2,2,22,-0.02438
2,4,22,-0.02495
2,6,22,-0.02488
2,8,22,-0.02414
2,10,22,-0.02278
2,12,22,-0.02086
4,0,22,-0.02749
4,2,22,-0.02868
4,4,22,-0.02944
4,6,22,-0.0294
4,8,22,-0.0285
4,10,22,-0.0268
4,12,22,-0.02441
6,0,22,-0.0329
6,2,22,-0.034
6,4,22,-0.0351
6,6,22,-0.0351
6,8,22,-0.034
6,10,22,-0.0318
6,12,22,-0.0288
8,0,22,-0.0382
8,2,22,-0.0404
8,4,22,-0.0418
8,6,22,-0.0418
8,8,22,-0.0405
8,10,22,-0.0378
8,12,22,-0.034
10,0,22,-0.0452
10,2,22,-0.0482
10,4,22,-0.0501
10,6,22,-0.0503
10,8,22,-0.0486
10,10,22,-0.0451
10,12,22,-0.0402
12,0,22,-0.0542
12,2,22,-0.0579
12,4,22,-0.0606
12,6,22,-0.0609
12,8,22,-0.0588
12,10,22,-0.0543
12,12,22,-0.0478
14,0,22,-0.0647
14,2,22,-0.07
14,4,22,-0.0738
14,6,22,-0.0744
14,8,22,-0.0716
14,10,22,-0.0656
14,12,22,-0.057
16,0,22,-0.0785
16,2,22,-0.0854
16,4,22,-0.0908
16,6,22,-0.0919
16,8,22,-0.0882
16,10,22,-0.0802
16,12,22,-0.0686
18,0,22,-0.0945
18,2,22,-0.1048
18,4,22,-0.1127
18,6,22,-0.1145
18,8,22,-0.1096
18,10,22,-0.0987
18,12,22,-0.0827
20,0,22,-0.1157
20,2,22,-0.1302
20,4,22,-0.1417
20,6,22,-0.1417
20,8,22,-0.1382
20,10,22,-0.1227
20,12,22,-0.1006
22,0,22,-0.1401
22,2,22,-0.1634
22,4,22,-0.1801
22,6,22,-0.1843
22,8,22,-0.1755
22,10,22,-0.1545
22,12,22,-0.1233
24,0,22,-0.1397
24,2,22,-0.1634
24,4,22,-0.1801
24,6,22,-0.1842
24,8,22,-0.1755
24,10,22,-0.1545
24,12,22,-0.1232
26,0,22,-0.22
26,2,22,-0.276
26,4,22,-0.306
26,6,22,-0.311
26,8,22,-0.297
26,10,22,-0.26
26,12,22,-0.1965
28,0,22,-0.308
28,2,22,-0.375
28,4,22,-0.403
28,6,22,-0.403
28,8,22,-0.387
28,10,22,-0.349
28,12,22,-0.272
30,0,22,-0.305
30,2,22,-0.375
30,4,22,-0.403
30,6,22,-0.403
30,8,22,-0.387
30,10,22,-0.349
30,12,22,-0.272
32,0,22,-0.801
32,2,22,-0.702
32,4,22,-0.65
32,6,22,-0.624
32,8,22,-0.613
32,10,22,-0.615
32,12,22,-0.65
34,0,22,-0.904
34,2,22,-0.815
34,4,22,-0.756
34,6,22,-0.726
34,8,22,-0.718
34,10,22,-0.735
34,12,22,-0.787
36,0,22,-0.944
36,2,22,-0.885
36,4,22,-0.834
36,6,22,-0.808
36,8,22,-0.803
36,10,22,-0.821
36,12,22,-0.864
38,0,22,-0.974
38,2,22,-0.93
38,4,22,-0.892
38,6,22,-0.87
38,8,22,-0.867
38,10,22,-0.882
38,12,22,-0.915
40,0,22,-0.996
40,2,22,-0.963
40,4,22,-0.934
40,6,22,-0.917
40,8,22,-0.915
40,10,22,-0.927
40,12,22,-0.952
42,0,22,-0.997
42,2,22,-0.963
42,4,22,-0.934
42,6,22,-0.917
42,8,22,-0.915
42,10,22,-0.927
42,12,22,-0.952
44,0,22,-1.025
44,2,22,-1.006
44,4,22,-0.989
44,6,22,-0.979
44,8,22,-0.978
44,10,22,-0.986
44,12,22,-1.001
46,0,22,-1.038
46,2,22,-1.021
46,4,22,-1.006
46,6,22,-0.999
46,8,22,-0.998
46,10,22,-1.005
46,12,22,-1.018
48,0,22,-1.044
48,2,22,-1.032
48,4,22,-1.02
48,6,22,-1.014
48,8,22,-1.013
48,10,22,-1.019
48,12,22,-1.031
50,0,22,-1.053
50,2,22,-1.041
50,4,22,-1.031
50,6,22,-1.025
50,8,22,-1.025
50,10,22,-1.03
50,12,22,-1.041
52,0,22,-1.054
52,2,22,-1.048
52,4,22,-1.039
52,6,22,-1.034
52,8,22,-1.034
52,10,22,-1.039
52,12,22,-1.039
54,0,22,-1.064
54,2,22,-1.053
54,4,22,-1.045
54,6,22,-1.041
54,8,22,-1.042
54,10,22,-1.046
54,12,22,-1.056
56,0,22,-1.066
56,2,22,-1.058
56,4,22,-1.051
56,6,22,-1.047
56,8,22,-1.048
56,10,22,-1.052
56,12,22,-1.061
58,0,22,-1.069
58,2,22,-1.061
58,4,22,-1.055
58,6,22,-1.052
58,8,22,-1.052
58,10,22,-1.057
58,12,22,-1.065
60,0,22,-1.07
60,2,22,-1.064
60,4,22,-1.058
60,6,22,-1.055
60,8,22,-1.056
60,10,22,-1.06
60,12,22,-1.068
62,0,22,-1.073
62,2,22,-1.066
62,4,22,-1.061
62,6,22,-1.058
62,8,22,-1.059
62,10,22,-1.063
62,12,22,-1.071
